4683	
	0.5874958078	0.5409087558	0.5371678714	0.6863409617	0.6404513905
	0.4994364311	0.6023817227	0.4620589438	0.6257073402	0.5438624363
	0.4765858044	0.4666236691	0.4560931976	0.6162272207	0.5071826015
	0.5023173193	0.4743923086	0.4810217861	0.8058438799	0.7571489835
	0.6985507046	0.4213453685	0.3894502179	0.4108956437	0.7151506162
	0.753388923	0.5910436702	0.428949967	0.4010849839	0.4061259057
	0.5363476825	0.6871329211	0.5595262959	0.4314860941	0.463647126
	0.5406915879	0.5470703366	0.5824559107	0.9491582668	0.9031637577
	0.8341344042	0.3528601829	0.3444306563	0.3256441567	0.3603005722
	0.8190387921	0.8225962632	0.9027306517	0.6525815748	0.3469113704
	0.3692477457	0.33953605	0.6169570375	0.6329309561	0.7581937846
	0.3964070877	0.4998859926	0.4227703173	0.5969324564	0.6400357873
	0.6238494583	0.6866532575	1.042563025	1.096844363	0.4416103333
	0.5685743436	1.006068709	0.2917338643	0.3073160318	0.2763198307
	0.2937265306	0.9528994582	0.8822154355	0.9809032827	1.029964969
	0.7650892494	0.2916180938	0.3390347854	0.3076246308	0.7101318362
	0.7193678926	0.3542836797	0.4892781688	0.3836915923	0.7091392516
	0.670647063	0.7660506868	0.7981550928	1.136611548	1.164156749
	1.212856151	0.4123995155	0.6461801581	0.555720341	0.6062824122
	1.138198269	0.2356040802	0.2552513192	0.221725538	0.2418585577
	0.2429143234	1.104038777	0.9159712047	1.05612586	1.107969723
	0.8610865853	0.2629426016	0.296431144	0.8237686884	0.3289058034
	0.509958604	0.7907280069	0.8585854593	0.7539949183	0.9207366701
	0.9319033219	1.255865663	1.237956117	1.268973906	1.308576501
	0.391845656	0.34506288	0.4564805436	0.7191344734	0.6083664933
	0.8652607172	1.347979456	0.2462886775	1.234016245	0.1857672729
	0.2075860401	0.1770458649	0.2023321714	0.2134074189	1.212693386
	1.036713548	1.175677006	1.189986735	0.9824970189	0.2688652803
	0.2845372453	0.5360278139	0.9502601142	1.018340763	0.888793796
	1.069634717	1.063984432	1.073396758	1.32338353	1.320476027
	1.311192701	1.404296851	0.4615469475	0.3899082414	0.3234069413
	0.7191231566	0.8234650928	0.6272911805	0.995982721	1.382497778
	0.2232648955	0.2012822311	1.450570331	0.3440666032	0.3360948702
	0.3826094318	0.3997686425	1.323016222	0.1461584589	0.1414074423
	0.1670325507	0.137094214	0.1741057129	0.1679965021	1.299050585
	1.158171908	1.266178645	1.256090846	1.29298138	0.2244737268
	0.2583255743	0.5458905524	0.6232790087	1.106987194	1.154289835
	0.9509485094	1.035380383	1.06949801	1.180909388	1.186078127
	1.390514987	1.378956087	1.46285333	0.4602847717	0.2837741025
	0.7217236394	0.8362963253	0.9468571074	1.435698272	0.181342184
	0.1627986246	1.469157185	0.2931424933	0.3541224402	0.4250164254
	0.3779537326	0.319776894	0.3326625663	0.4444182751	0.4653391975
	0.4824862351	0.8370585157	1.337891506	0.3106698595	1.395099565
	0.1065318377	0.1039003249	0.136361274	0.1087404551	0.1317815592
	1.345908139	1.267287072	1.345909207	1.374424079	0.2099919336
	0.1707221684	0.2370599684	0.5382012319	0.6303510963	0.6523278624
	0.7491460252	1.220543152	1.185662253	1.258670547	1.083106373
	1.149007839	1.267224786	1.466844646	1.438190752	1.488909992
	0.9798329368	1.051898924	0.1377553748	1.499038754	1.489073142
	0.2497142541	0.2851036825	0.5135777916	0.4528072828	0.4052004285
	0.3412500649	0.2642039456	0.5181944754	0.5401701025	0.9291602834
	1.38645769	0.2871390158	0.2590431229	0.456737646	0.1735217405
	0.4023147254	1.071094668	1.269923209	1.395039806	0.5344844916
	1.422603135	1.436225332	0.08088493287	0.07183913219	0.09682553141
	0.105399566	1.346114469	1.411883268	0.1818223499	0.1321000567
	0.1405218817	0.2085734592	0.6227809358	0.7549226206	0.7199594495
	0.8637645605	1.312855218	1.244082152	1.333958968	1.190165534
	1.130637128	1.483930527	1.498417565	0.1021060899	1.504328517
	1.508387808	1.510427323	0.2225977172	0.6050948407	0.5970609807
	0.4731511068	0.4359595621	0.3672286571	0.3062169129	0.2219037731
	0.6069993356	1.019816455	1.433599984	0.2407277746	0.3983404129
	0.4114904302	0.3411702995	0.3473747734	1.137961202	1.178188062
	1.315778538	1.36212567	1.389906429	1.435284784	0.6111441212
	0.6280101476	0.5348368494	1.526482181	0.294536381	1.312422739
	1.458739852	1.474458622	0.05206651022	0.0653095063	0.0466151924
	0.07541237057	1.410003766	0.1726226845	0.1393723105	0.1047842641
	0.1106314455	0.7163929253	0.922127068	0.8507123702	0.8216240849
	1.373939586	1.279552693	1.238780135	1.504895113	1.507881009
	0.07778483291	1.511093147	1.514982184	0.1855708779	0.6929326174
