mesh size = 0.117851, time step = 0.1
0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,
0,9.71445e-16,1.50576,107.908,77995.7,9.03156e+06,7.40689e+09,9.84387e+11,8.5559e+14,1.20795e+17,1.08405e+20,1.58102e+22,1.44832e+25,2.15479e+27,2.00258e+30,3.01958e+32,2.83637e+35,4.31811e+37,4.08949e+40,6.27112e+42,5.97772e+45,9.21872e+47,8.83362e+50,1.36852e+53,1.31704e+56,2.04805e+58,1.97815e+61,3.0858e+63,2.98967e+66,4.67624e+68,4.54255e+71,
0.1,0.0120052,0.00716183,0.00316875,0.124692,0.929682,5.27848,38.4465,244.84,1772.15,12731,89926.9,713493,4.86973e+06,4.20866e+07,2.76221e+08,2.57638e+09,1.62214e+10,1.62213e+11,9.78645e+11,1.04404e+13,6.03274e+13,6.83966e+14,3.78486e+15,4.5463e+16,2.40967e+17,3.05882e+18,1.55331e+19,2.07934e+20,1.01203e+21,1.42608e+22,
0.2,0.0104216,0.000895084,0.0139615,0.011849,0.0291884,0.0268141,0.157747,0.54659,2.11827,6.22064,23.0167,70.9974,257.753,845.489,3007.26,10438.1,36266.4,132515,448901,1.71974e+06,5.67394e+06,2.27178e+07,7.29584e+07,3.04521e+08,9.51677e+08,4.13224e+09,1.25653e+10,5.6659e+10,1.6764e+11,7.83846e+11,
0.3,0.00841767,0.00188618,0.0131346,0.0205314,0.0320782,0.0353273,0.0513102,0.0431882,0.0656551,0.0304364,0.0195283,0.0602996,0.199194,0.473732,1.12723,2.27719,5.06061,10.2191,22.0095,45.7816,96.3204,207.53,427.156,953.15,1919.5,4429.86,8727.47,20801.2,40089,98550.2,
0.4,0.00634287,0.00404817,0.014293,0.0229732,0.03188,0.0393816,0.0473263,0.0537313,0.0609834,0.0662934,0.0731501,0.07725,0.0841195,0.0866929,0.0942226,0.0945853,0.103901,0.100675,0.11384,0.104314,0.122607,0.104097,0.12857,0.0971325,0.118413,0.0775749,0.0913156,0.0336546,0.0340567,0.0583458,
0.5,0.00427344,0.00601302,0.0158098,0.0246413,0.0330573,0.0408241,0.0481891,0.0550392,0.0615231,0.0675789,0.0733084,0.0786747,0.0837531,0.0885201,0.093034,0.0972792,0.101302,0.105093,0.108688,0.11208,0.115302,0.118346,0.12124,0.12398,0.126586,0.129057,0.131411,0.133646,0.135778,0.137803,
0.6,0.00223232,0.00788676,0.0174007,0.0261552,0.0343732,0.0420566,0.0492726,0.0560456,0.0624134,0.0684019,0.074039,0.0793482,0.0843523,0.0890716,0.0935253,0.097731,0.101705,0.105463,0.109018,0.112384,0.115572,0.118595,0.121462,0.124183,0.126768,0.129224,0.13156,0.133783,0.135899,0.137916,
0.7,0.000227115,0.0097042,0.0189969,0.0276195,0.0356907,0.0432549,0.0503561,0.0570285,0.0633034,0.0692086,0.0747699,0.0800106,0.0849524,0.0896154,0.094018,0.0981774,0.10211,0.105829,0.10935,0.112685,0.115845,0.118842,0.121686,0.124386,0.126952,0.129391,0.131711,0.13392,0.136023,0.138028,
0.8,0.00173993,0.011479,0.0205782,0.0290559,0.0369917,0.0444352,0.0514265,0.0579994,0.0641839,0.0700073,0.0754942,0.0806675,0.0855482,0.0901558,0.0945081,0.098622,0.102513,0.106195,0.109682,0.112985,0.116118,0.119089,0.12191,0.12459,0.127136,0.129558,0.131863,0.134057,0.136148,0.138141,
0.9,0.00366864,0.0132174,0.0221382,0.0304695,0.0382742,0.0455993,0.0524833,0.0589587,0.0650549,0.0707979,0.076212,0.0813191,0.0861398,0.0906928,0.0949957,0.0990646,0.102915,0.10656,0.110013,0.113286,0.116391,0.119337,0.122135,0.124794,0.127322,0.129726,0.132016,0.134196,0.136274,0.138256,
1,0.00555971,0.0149226,0.0236747,0.031862,0.0395383,0.0467477,0.0535266,0.0599068,0.0659163,0.0715807,0.0769233,0.0819655,0.0867271,0.0912265,0.0954806,0.0995052,0.103315,0.106923,0.110343,0.113586,0.116664,0.119585,0.122361,0.124999,0.127508,0.129896,0.132169,0.134336,0.136401,0.138371,
